student,question,qDetail,answer
90,11f,Cooperate more with my classmates.,4
90,11g,Work harder in school.,10
90,11h,Pay more attention in class.,8
90,12a,I want to visit this place again.,8
90,12b,Knowing this place exists makes me feel good.,7
90,12c,I care about this place.,6
90,13,Are you a girl or a boy?,Boy
90,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
91,1a,Your school’s name ,John J Duggan Academy
91,1b,Your grade level,8
91,2,How would you rate this field trip on a scale from 0 to 10? ,10
91,3a,Write three words or short phrases below that best describe how the program made you feel.,happy
91,3b,Write three words or short phrases below that best describe how the program made you feel.,interested in theme
91,3c,Write three words or short phrases below that best describe how the program made you feel.,free to explore
91,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
91,4b,"If yes, what will you do?",NA
91,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
91,6a,I believe in myself.,5
91,6b,I feel it is important to take good care of the environment.,9
91,6c,"Humans are a part of nature, not separate from it.",10
91,6d,I have the power to protect the environment.,8
91,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
91,6f,I can make a difference in my community.,7
91,7a,How different parts of the environment interact with each other.,5
91,7b,How people can change the environment.,8
91,7c,How changes in the environment can impact my life.,10
91,7d,How my actions affect the environment.,10
91,8a,Science.,10
91,8b,How to research things I am curious about.,9
91,8c,Learning about new subjects in school.,6
91,8d,Learning more about nature.,10
91,9a,Solving problems,0
91,9b,Using science to answer a question,5
91,9c,Listening to other people’s points of view,10
91,9d,Knowing how to do research,10
91,10a,Taught me something that will be useful to me in my future.,8
91,10b,Made me curious about something.,10
91,10c,Really made me think.,10
91,10d,Made me realize something I never imagined before.,0
91,10e,Made me think differently about the choices I make in my life.,10
91,11a,Help to protect the environment.,10
91,11b,Spend more time outside.,3
91,11c,Make a positive difference in my community.,5
91,11d,Listen more to other people's points of view.,10
91,11e,Talk with others about ways to protect the environment.,8
91,11f,Cooperate more with my classmates.,10
91,11g,Work harder in school.,9
91,11h,Pay more attention in class.,10
91,12a,I want to visit this place again.,10
91,12b,Knowing this place exists makes me feel good.,10
91,12c,I care about this place.,10
91,13,Are you a girl or a boy?,Girl
91,14,Which of the following best describes your racial or ethnic background?,Other (Puerto Rican)
92,1a,Your school’s name ,John J Duggan Academy
92,1b,Your grade level,8
92,2,How would you rate this field trip on a scale from 0 to 10? ,7
92,3a,Write three words or short phrases below that best describe how the program made you feel.,weird
92,3b,Write three words or short phrases below that best describe how the program made you feel.,good about nature
92,3c,Write three words or short phrases below that best describe how the program made you feel.,awkward
92,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
92,4b,"If yes, what will you do?",NA
92,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
92,6a,I believe in myself.,10
92,6b,I feel it is important to take good care of the environment.,9
92,6c,"Humans are a part of nature, not separate from it.",5
92,6d,I have the power to protect the environment.,7
92,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
92,6f,I can make a difference in my community.,6
92,7a,How different parts of the environment interact with each other.,7
92,7b,How people can change the environment.,9
92,7c,How changes in the environment can impact my life.,1
92,7d,How my actions affect the environment.,0
92,8a,Science.,0
92,8b,How to research things I am curious about.,10
92,8c,Learning about new subjects in school.,4
92,8d,Learning more about nature.,4
92,9a,Solving problems,8
92,9b,Using science to answer a question,0
92,9c,Listening to other people’s points of view,10
92,9d,Knowing how to do research,10
92,10a,Taught me something that will be useful to me in my future.,0
92,10b,Made me curious about something.,5
92,10c,Really made me think.,0
92,10d,Made me realize something I never imagined before.,0
92,10e,Made me think differently about the choices I make in my life.,0
92,11a,Help to protect the environment.,7
92,11b,Spend more time outside.,4
92,11c,Make a positive difference in my community.,NA
92,11d,Listen more to other people's points of view.,10
92,11e,Talk with others about ways to protect the environment.,6
92,11f,Cooperate more with my classmates.,9
92,11g,Work harder in school.,10
92,11h,Pay more attention in class.,10
92,12a,I want to visit this place again.,10
92,12b,Knowing this place exists makes me feel good.,4
92,12c,I care about this place.,0
92,13,Are you a girl or a boy?,Girl
92,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
93,1a,Your school’s name ,John J Duggan Academy
93,1b,Your grade level,8
93,2,How would you rate this field trip on a scale from 0 to 10? ,8
93,3a,Write three words or short phrases below that best describe how the program made you feel.,Fun 
93,3b,Write three words or short phrases below that best describe how the program made you feel.,Excident
93,3c,Write three words or short phrases below that best describe how the program made you feel.,Happy
93,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
93,4b,"If yes, what will you do?",To clean more all the garbage
93,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",10
93,6a,I believe in myself.,10
93,6b,I feel it is important to take good care of the environment.,9
93,6c,"Humans are a part of nature, not separate from it.",10
93,6d,I have the power to protect the environment.,10
93,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
93,6f,I can make a difference in my community.,10
93,7a,How different parts of the environment interact with each other.,10
93,7b,How people can change the environment.,10
93,7c,How changes in the environment can impact my life.,10
93,7d,How my actions affect the environment.,10
93,8a,Science.,10
93,8b,How to research things I am curious about.,10
93,8c,Learning about new subjects in school.,10
93,8d,Learning more about nature.,10
93,9a,Solving problems,10
93,9b,Using science to answer a question,10
93,9c,Listening to other people’s points of view,10
93,9d,Knowing how to do research,10
93,10a,Taught me something that will be useful to me in my future.,10
93,10b,Made me curious about something.,10
93,10c,Really made me think.,10
93,10d,Made me realize something I never imagined before.,10
93,10e,Made me think differently about the choices I make in my life.,10
93,11a,Help to protect the environment.,10
93,11b,Spend more time outside.,10
93,11c,Make a positive difference in my community.,10
93,11d,Listen more to other people's points of view.,10
93,11e,Talk with others about ways to protect the environment.,10
93,11f,Cooperate more with my classmates.,10
93,11g,Work harder in school.,10
93,11h,Pay more attention in class.,10
93,12a,I want to visit this place again.,10
93,12b,Knowing this place exists makes me feel good.,10
93,12c,I care about this place.,10
93,13,Are you a girl or a boy?,Boy
93,14,Which of the following best describes your racial or ethnic background?,Hispanic
94,1a,Your school’s name ,John J Duggan Academy
94,1b,Your grade level,8
94,2,How would you rate this field trip on a scale from 0 to 10? ,7
94,3a,Write three words or short phrases below that best describe how the program made you feel.,hot
94,3b,Write three words or short phrases below that best describe how the program made you feel.,interesting
94,3c,Write three words or short phrases below that best describe how the program made you feel.,tiring
94,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
94,4b,"If yes, what will you do?",NA
94,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",4
94,6a,I believe in myself.,9
94,6b,I feel it is important to take good care of the environment.,9
94,6c,"Humans are a part of nature, not separate from it.",9
94,6d,I have the power to protect the environment.,8
94,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
94,6f,I can make a difference in my community.,7
94,7a,How different parts of the environment interact with each other.,NA
94,7b,How people can change the environment.,NA
94,7c,How changes in the environment can impact my life.,NA
94,7d,How my actions affect the environment.,NA
94,8a,Science.,NA
94,8b,How to research things I am curious about.,NA
94,8c,Learning about new subjects in school.,NA
94,8d,Learning more about nature.,NA
94,9a,Solving problems,NA
94,9b,Using science to answer a question,NA
94,9c,Listening to other people’s points of view,NA
94,9d,Knowing how to do research,NA
94,10a,Taught me something that will be useful to me in my future.,NA
94,10b,Made me curious about something.,NA
94,10c,Really made me think.,NA
94,10d,Made me realize something I never imagined before.,NA
94,10e,Made me think differently about the choices I make in my life.,NA
94,11a,Help to protect the environment.,8
94,11b,Spend more time outside.,9
94,11c,Make a positive difference in my community.,7
94,11d,Listen more to other people's points of view.,7
94,11e,Talk with others about ways to protect the environment.,6
94,11f,Cooperate more with my classmates.,6
94,11g,Work harder in school.,7
94,11h,Pay more attention in class.,7
94,12a,I want to visit this place again.,6
94,12b,Knowing this place exists makes me feel good.,5
94,12c,I care about this place.,5
94,13,Are you a girl or a boy?,Girl
94,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
95,1a,Your school’s name ,John J Duggan Academy
95,1b,Your grade level,8
95,2,How would you rate this field trip on a scale from 0 to 10? ,5
95,3a,Write three words or short phrases below that best describe how the program made you feel.,hot
95,3b,Write three words or short phrases below that best describe how the program made you feel.,NA
95,3c,Write three words or short phrases below that best describe how the program made you feel.,NA
95,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
95,4b,"If yes, what will you do?",NA
95,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",6
95,6a,I believe in myself.,10
95,6b,I feel it is important to take good care of the environment.,2
95,6c,"Humans are a part of nature, not separate from it.",5
95,6d,I have the power to protect the environment.,5
95,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
95,6f,I can make a difference in my community.,5
95,7a,How different parts of the environment interact with each other.,NA
95,7b,How people can change the environment.,NA
95,7c,How changes in the environment can impact my life.,NA
95,7d,How my actions affect the environment.,NA
95,8a,Science.,NA
95,8b,How to research things I am curious about.,10
95,8c,Learning about new subjects in school.,3
95,8d,Learning more about nature.,0
95,9a,Solving problems,6
95,9b,Using science to answer a question,8
95,9c,Listening to other people’s points of view,0
95,9d,Knowing how to do research,9
95,10a,Taught me something that will be useful to me in my future.,NA
95,10b,Made me curious about something.,NA
95,10c,Really made me think.,NA
95,10d,Made me realize something I never imagined before.,NA
95,10e,Made me think differently about the choices I make in my life.,NA
95,11a,Help to protect the environment.,NA
95,11b,Spend more time outside.,NA
95,11c,Make a positive difference in my community.,NA
95,11d,Listen more to other people's points of view.,NA
95,11e,Talk with others about ways to protect the environment.,NA
95,11f,Cooperate more with my classmates.,NA
95,11g,Work harder in school.,NA
95,11h,Pay more attention in class.,NA
95,12a,I want to visit this place again.,NA
95,12b,Knowing this place exists makes me feel good.,NA
95,12c,I care about this place.,NA
95,13,Are you a girl or a boy?,Girl
95,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
96,1a,Your school’s name ,John J Duggan Academy
96,1b,Your grade level,8
96,2,How would you rate this field trip on a scale from 0 to 10? ,5
96,3a,Write three words or short phrases below that best describe how the program made you feel.,Fun
96,3b,Write three words or short phrases below that best describe how the program made you feel.,Birds
96,3c,Write three words or short phrases below that best describe how the program made you feel.,Feathers
96,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
96,4b,"If yes, what will you do?",NA
96,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",1
96,6a,I believe in myself.,10
96,6b,I feel it is important to take good care of the environment.,10
96,6c,"Humans are a part of nature, not separate from it.",10
96,6d,I have the power to protect the environment.,10
96,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
96,6f,I can make a difference in my community.,10
96,7a,How different parts of the environment interact with each other.,NA
96,7b,How people can change the environment.,NA
96,7c,How changes in the environment can impact my life.,NA
96,7d,How my actions affect the environment.,NA
96,8a,Science.,4
96,8b,How to research things I am curious about.,10
96,8c,Learning about new subjects in school.,6
96,8d,Learning more about nature.,7
96,9a,Solving problems,10
96,9b,Using science to answer a question,10
96,9c,Listening to other people’s points of view,10
96,9d,Knowing how to do research,10
96,10a,Taught me something that will be useful to me in my future.,0
96,10b,Made me curious about something.,2
96,10c,Really made me think.,NA
96,10d,Made me realize something I never imagined before.,0
96,10e,Made me think differently about the choices I make in my life.,2
96,11a,Help to protect the environment.,10
96,11b,Spend more time outside.,10
96,11c,Make a positive difference in my community.,10
96,11d,Listen more to other people's points of view.,10
96,11e,Talk with others about ways to protect the environment.,10
96,11f,Cooperate more with my classmates.,10
96,11g,Work harder in school.,10
96,11h,Pay more attention in class.,10
96,12a,I want to visit this place again.,10
96,12b,Knowing this place exists makes me feel good.,10
96,12c,I care about this place.,10
96,13,Are you a girl or a boy?,Boy
96,14,Which of the following best describes your racial or ethnic background?,Asian
97,1a,Your school’s name ,John J Duggan
97,1b,Your grade level,8
97,2,How would you rate this field trip on a scale from 0 to 10? ,9
97,3a,Write three words or short phrases below that best describe how the program made you feel.,happy
97,3b,Write three words or short phrases below that best describe how the program made you feel.,funny
97,3c,Write three words or short phrases below that best describe how the program made you feel.,fair
97,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
97,4b,"If yes, what will you do?",teach kindowgardon
97,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
97,6a,I believe in myself.,10
97,6b,I feel it is important to take good care of the environment.,10
97,6c,"Humans are a part of nature, not separate from it.",10
97,6d,I have the power to protect the environment.,10
97,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,NA
97,6f,I can make a difference in my community.,9
97,7a,How different parts of the environment interact with each other.,8
97,7b,How people can change the environment.,10
97,7c,How changes in the environment can impact my life.,0
97,7d,How my actions affect the environment.,9
97,8a,Science.,9
97,8b,How to research things I am curious about.,9
97,8c,Learning about new subjects in school.,8
97,8d,Learning more about nature.,9
97,9a,Solving problems,8
97,9b,Using science to answer a question,7
97,9c,Listening to other people’s points of view,10
97,9d,Knowing how to do research,8
97,10a,Taught me something that will be useful to me in my future.,9
97,10b,Made me curious about something.,9
97,10c,Really made me think.,10
97,10d,Made me realize something I never imagined before.,10
97,10e,Made me think differently about the choices I make in my life.,10
97,11a,Help to protect the environment.,9
97,11b,Spend more time outside.,8
97,11c,Make a positive difference in my community.,10
97,11d,Listen more to other people's points of view.,10
97,11e,Talk with others about ways to protect the environment.,10
97,11f,Cooperate more with my classmates.,10
97,11g,Work harder in school.,10
97,11h,Pay more attention in class.,10
97,12a,I want to visit this place again.,10
97,12b,Knowing this place exists makes me feel good.,10
97,12c,I care about this place.,10
97,13,Are you a girl or a boy?,Girl
97,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
98,1a,Your school’s name ,John J Duggan Academy
98,1b,Your grade level,8
98,2,How would you rate this field trip on a scale from 0 to 10? ,6
98,3a,Write three words or short phrases below that best describe how the program made you feel.,happy
98,3b,Write three words or short phrases below that best describe how the program made you feel.,excited
98,3c,Write three words or short phrases below that best describe how the program made you feel.,educated
98,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
98,4b,"If yes, what will you do?",not kill as many bugs
98,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",7
98,6a,I believe in myself.,9
98,6b,I feel it is important to take good care of the environment.,6
98,6c,"Humans are a part of nature, not separate from it.",6
98,6d,I have the power to protect the environment.,6
98,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
98,6f,I can make a difference in my community.,6
98,7a,How different parts of the environment interact with each other.,6
98,7b,How people can change the environment.,6
98,7c,How changes in the environment can impact my life.,6
98,7d,How my actions affect the environment.,6
98,8a,Science.,6
98,8b,How to research things I am curious about.,7
98,8c,Learning about new subjects in school.,6
98,8d,Learning more about nature.,6
98,9a,Solving problems,7
98,9b,Using science to answer a question,7
98,9c,Listening to other people’s points of view,6
98,9d,Knowing how to do research,7
98,10a,Taught me something that will be useful to me in my future.,8
98,10b,Made me curious about something.,6
98,10c,Really made me think.,6
98,10d,Made me realize something I never imagined before.,7
98,10e,Made me think differently about the choices I make in my life.,6
98,11a,Help to protect the environment.,6
98,11b,Spend more time outside.,6
98,11c,Make a positive difference in my community.,6
98,11d,Listen more to other people's points of view.,6
98,11e,Talk with others about ways to protect the environment.,6
98,11f,Cooperate more with my classmates.,6
98,11g,Work harder in school.,6
98,11h,Pay more attention in class.,6
98,12a,I want to visit this place again.,6
98,12b,Knowing this place exists makes me feel good.,6
98,12c,I care about this place.,6
98,13,Are you a girl or a boy?,Boy
98,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
99,1a,Your school’s name ,John J Duggan
99,1b,Your grade level,NA
99,2,How would you rate this field trip on a scale from 0 to 10? ,7
99,3a,Write three words or short phrases below that best describe how the program made you feel.,Informed
99,3b,Write three words or short phrases below that best describe how the program made you feel.,Overwhelmed
99,3c,Write three words or short phrases below that best describe how the program made you feel.,Exited
99,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
99,4b,"If yes, what will you do?",Hang up bird feeders
99,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",7
99,6a,I believe in myself.,0
99,6b,I feel it is important to take good care of the environment.,10
99,6c,"Humans are a part of nature, not separate from it.",5
99,6d,I have the power to protect the environment.,9
99,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
99,6f,I can make a difference in my community.,8
99,7a,How different parts of the environment interact with each other.,6
99,7b,How people can change the environment.,8
99,7c,How changes in the environment can impact my life.,8
99,7d,How my actions affect the environment.,9
99,8a,Science.,2
99,8b,How to research things I am curious about.,6
99,8c,Learning about new subjects in school.,8
99,8d,Learning more about nature.,7
99,9a,Solving problems,5
99,9b,Using science to answer a question,3
99,9c,Listening to other people’s points of view,5
99,9d,Knowing how to do research,7
99,10a,Taught me something that will be useful to me in my future.,8
99,10b,Made me curious about something.,8
99,10c,Really made me think.,8
99,10d,Made me realize something I never imagined before.,8
99,10e,Made me think differently about the choices I make in my life.,8
99,11a,Help to protect the environment.,9
99,11b,Spend more time outside.,9
99,11c,Make a positive difference in my community.,9
99,11d,Listen more to other people's points of view.,9
99,11e,Talk with others about ways to protect the environment.,9
99,11f,Cooperate more with my classmates.,9
99,11g,Work harder in school.,9
99,11h,Pay more attention in class.,9
99,12a,I want to visit this place again.,9
99,12b,Knowing this place exists makes me feel good.,9
99,12c,I care about this place.,9
99,13,Are you a girl or a boy?,Rather not  say
99,14,Which of the following best describes your racial or ethnic background?,Hispanic
100,1a,Your school’s name ,John J Duggan Academy
100,1b,Your grade level,8
100,2,How would you rate this field trip on a scale from 0 to 10? ,6
100,3a,Write three words or short phrases below that best describe how the program made you feel.,Informed
100,3b,Write three words or short phrases below that best describe how the program made you feel.,Intrigued
100,3c,Write three words or short phrases below that best describe how the program made you feel.,Curious
100,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
100,4b,"If yes, what will you do?",NA
100,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
100,6a,I believe in myself.,3
100,6b,I feel it is important to take good care of the environment.,6
100,6c,"Humans are a part of nature, not separate from it.",6
100,6d,I have the power to protect the environment.,6
100,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,2
100,6f,I can make a difference in my community.,7
100,7a,How different parts of the environment interact with each other.,7
100,7b,How people can change the environment.,7
100,7c,How changes in the environment can impact my life.,6
100,7d,How my actions affect the environment.,7
100,8a,Science.,7
100,8b,How to research things I am curious about.,7
100,8c,Learning about new subjects in school.,7
100,8d,Learning more about nature.,7
100,9a,Solving problems,7
100,9b,Using science to answer a question,7
100,9c,Listening to other people’s points of view,7
100,9d,Knowing how to do research,7
100,10a,Taught me something that will be useful to me in my future.,8
100,10b,Made me curious about something.,6
100,10c,Really made me think.,5
100,10d,Made me realize something I never imagined before.,6
100,10e,Made me think differently about the choices I make in my life.,3
100,11a,Help to protect the environment.,6
100,11b,Spend more time outside.,4
100,11c,Make a positive difference in my community.,2
100,11d,Listen more to other people's points of view.,7
100,11e,Talk with others about ways to protect the environment.,6
100,11f,Cooperate more with my classmates.,NA
100,11g,Work harder in school.,7
100,11h,Pay more attention in class.,7
100,12a,I want to visit this place again.,5
100,12b,Knowing this place exists makes me feel good.,5
100,12c,I care about this place.,5
100,13,Are you a girl or a boy?,Girl
100,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
101,1a,Your school’s name ,John J Duggan Academy
101,1b,Your grade level,8
101,2,How would you rate this field trip on a scale from 0 to 10? ,8
101,3a,Write three words or short phrases below that best describe how the program made you feel.,Interesting
101,3b,Write three words or short phrases below that best describe how the program made you feel.,Fun
101,3c,Write three words or short phrases below that best describe how the program made you feel.,Serious
101,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
101,4b,"If yes, what will you do?",NA
101,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
101,6a,I believe in myself.,10
101,6b,I feel it is important to take good care of the environment.,10
101,6c,"Humans are a part of nature, not separate from it.",8
101,6d,I have the power to protect the environment.,9
101,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,NA
101,6f,I can make a difference in my community.,8
101,7a,How different parts of the environment interact with each other.,7
101,7b,How people can change the environment.,8
101,7c,How changes in the environment can impact my life.,8
101,7d,How my actions affect the environment.,9
101,8a,Science.,8
101,8b,How to research things I am curious about.,7
101,8c,Learning about new subjects in school.,8
101,8d,Learning more about nature.,8
101,9a,Solving problems,10
101,9b,Using science to answer a question,8
101,9c,Listening to other people’s points of view,8
101,9d,Knowing how to do research,9
101,10a,Taught me something that will be useful to me in my future.,8
101,10b,Made me curious about something.,7
101,10c,Really made me think.,6
101,10d,Made me realize something I never imagined before.,8
101,10e,Made me think differently about the choices I make in my life.,9
101,11a,Help to protect the environment.,9
101,11b,Spend more time outside.,8
101,11c,Make a positive difference in my community.,8
101,11d,Listen more to other people's points of view.,9
101,11e,Talk with others about ways to protect the environment.,9
101,11f,Cooperate more with my classmates.,10
101,11g,Work harder in school.,9
101,11h,Pay more attention in class.,8
101,12a,I want to visit this place again.,9
101,12b,Knowing this place exists makes me feel good.,8
101,12c,I care about this place.,8
101,13,Are you a girl or a boy?,Boy
101,14,Which of the following best describes your racial or ethnic background?,American Indian or Alaskan Native
102,1a,Your school’s name ,John J Duggan Academy
102,1b,Your grade level,8
102,2,How would you rate this field trip on a scale from 0 to 10? ,7.5
102,3a,Write three words or short phrases below that best describe how the program made you feel.,Good
102,3b,Write three words or short phrases below that best describe how the program made you feel.,Educated
102,3c,Write three words or short phrases below that best describe how the program made you feel.,Excited
102,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
102,4b,"If yes, what will you do?",NA
102,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
102,6a,I believe in myself.,10
102,6b,I feel it is important to take good care of the environment.,7
102,6c,"Humans are a part of nature, not separate from it.",6
102,6d,I have the power to protect the environment.,8
102,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
102,6f,I can make a difference in my community.,1
102,7a,How different parts of the environment interact with each other.,5
102,7b,How people can change the environment.,NA
102,7c,How changes in the environment can impact my life.,8
102,7d,How my actions affect the environment.,5
102,8a,Science.,6
102,8b,How to research things I am curious about.,7
102,8c,Learning about new subjects in school.,8
102,8d,Learning more about nature.,5
102,9a,Solving problems,6
102,9b,Using science to answer a question,6
102,9c,Listening to other people’s points of view,4
102,9d,Knowing how to do research,6
102,10a,Taught me something that will be useful to me in my future.,5
102,10b,Made me curious about something.,6
102,10c,Really made me think.,5
102,10d,Made me realize something I never imagined before.,5
102,10e,Made me think differently about the choices I make in my life.,4
102,11a,Help to protect the environment.,6
102,11b,Spend more time outside.,7
102,11c,Make a positive difference in my community.,6
102,11d,Listen more to other people's points of view.,5
102,11e,Talk with others about ways to protect the environment.,5
102,11f,Cooperate more with my classmates.,8
102,11g,Work harder in school.,5
102,11h,Pay more attention in class.,7
102,12a,I want to visit this place again.,8
102,12b,Knowing this place exists makes me feel good.,6
102,12c,I care about this place.,8
102,13,Are you a girl or a boy?,Boy
102,14,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
103,1a,Your school’s name ,John J Duggan Academy
103,1b,Your grade level,8
103,2,How would you rate this field trip on a scale from 0 to 10? ,8
103,3a,Write three words or short phrases below that best describe how the program made you feel.,Delighted
103,3b,Write three words or short phrases below that best describe how the program made you feel.,Informed
103,3c,Write three words or short phrases below that best describe how the program made you feel.,Refreshed
103,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
103,4b,"If yes, what will you do?",Make a bird feeder.
103,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",7
103,6a,I believe in myself.,8
103,6b,I feel it is important to take good care of the environment.,8
103,6c,"Humans are a part of nature, not separate from it.",8
103,6d,I have the power to protect the environment.,7
103,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,8
103,6f,I can make a difference in my community.,7
103,7a,How different parts of the environment interact with each other.,8
103,7b,How people can change the environment.,8
103,7c,How changes in the environment can impact my life.,8
103,7d,How my actions affect the environment.,8
103,8a,Science.,7
103,8b,How to research things I am curious about.,8
103,8c,Learning about new subjects in school.,8
103,8d,Learning more about nature.,7
103,9a,Solving problems,8
103,9b,Using science to answer a question,8
103,9c,Listening to other people’s points of view,8
103,9d,Knowing how to do research,8
103,10a,Taught me something that will be useful to me in my future.,6
103,10b,Made me curious about something.,7
103,10c,Really made me think.,6
103,10d,Made me realize something I never imagined before.,6
103,10e,Made me think differently about the choices I make in my life.,7
103,11a,Help to protect the environment.,7
103,11b,Spend more time outside.,7
103,11c,Make a positive difference in my community.,7
103,11d,Listen more to other people's points of view.,7
103,11e,Talk with others about ways to protect the environment.,7
103,11f,Cooperate more with my classmates.,7
103,11g,Work harder in school.,7
103,11h,Pay more attention in class.,7
103,12a,I want to visit this place again.,8
103,12b,Knowing this place exists makes me feel good.,7
103,12c,I care about this place.,7
103,13,Are you a girl or a boy?,Boy
103,14,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
104,1a,Your school’s name ,John J Duggan Academy
104,1b,Your grade level,NA
104,2,How would you rate this field trip on a scale from 0 to 10? ,8
104,3a,Write three words or short phrases below that best describe how the program made you feel.,Informed 
104,3b,Write three words or short phrases below that best describe how the program made you feel.,Happy
104,3c,Write three words or short phrases below that best describe how the program made you feel.,Overwhelmed
104,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
104,4b,"If yes, what will you do?",I will make sure that my mom puts up shiloutte for each window and to not cut the grass to short.
104,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
104,6a,I believe in myself.,0
104,6b,I feel it is important to take good care of the environment.,8
104,6c,"Humans are a part of nature, not separate from it.",7
104,6d,I have the power to protect the environment.,9
104,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,0
104,6f,I can make a difference in my community.,6
104,7a,How different parts of the environment interact with each other.,7
104,7b,How people can change the environment.,9
104,7c,How changes in the environment can impact my life.,7
104,7d,How my actions affect the environment.,10
104,8a,Science.,5
104,8b,How to research things I am curious about.,10
104,8c,Learning about new subjects in school.,9
104,8d,Learning more about nature.,7
104,9a,Solving problems,9
104,9b,Using science to answer a question,8
104,9c,Listening to other people’s points of view,10
104,9d,Knowing how to do research,7
104,10a,Taught me something that will be useful to me in my future.,7
104,10b,Made me curious about something.,9
104,10c,Really made me think.,9
104,10d,Made me realize something I never imagined before.,7
104,10e,Made me think differently about the choices I make in my life.,8
104,11a,Help to protect the environment.,8
104,11b,Spend more time outside.,8
104,11c,Make a positive difference in my community.,6
104,11d,Listen more to other people's points of view.,9
104,11e,Talk with others about ways to protect the environment.,6
104,11f,Cooperate more with my classmates.,9
104,11g,Work harder in school.,9
104,11h,Pay more attention in class.,8
104,12a,I want to visit this place again.,8
104,12b,Knowing this place exists makes me feel good.,7
104,12c,I care about this place.,8
104,13,Are you a girl or a boy?,Girl
104,14,Which of the following best describes your racial or ethnic background?,Hispanic
105,1a,Your school’s name ,John J Duggan Academy
105,1b,Your grade level,8
105,2,How would you rate this field trip on a scale from 0 to 10? ,6
105,3a,Write three words or short phrases below that best describe how the program made you feel.,Interested
105,3b,Write three words or short phrases below that best describe how the program made you feel.,tired
105,3c,Write three words or short phrases below that best describe how the program made you feel.,intrigued
105,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
105,4b,"If yes, what will you do?",NA
105,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",6
105,6a,I believe in myself.,0
105,6b,I feel it is important to take good care of the environment.,7
105,6c,"Humans are a part of nature, not separate from it.",0
105,6d,I have the power to protect the environment.,2
105,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,NA
105,6f,I can make a difference in my community.,0
105,7a,How different parts of the environment interact with each other.,5
105,7b,How people can change the environment.,8
105,7c,How changes in the environment can impact my life.,8
105,7d,How my actions affect the environment.,8
105,8a,Science.,6
105,8b,How to research things I am curious about.,6
105,8c,Learning about new subjects in school.,6
105,8d,Learning more about nature.,6
105,9a,Solving problems,4
105,9b,Using science to answer a question,8
