student,question,qDetail,answer
117,5g,Work harder in school.,10
117,5h,Pay more attention in class.,10
117,6,Are you a girl or a boy?,Rather not say
117,7,Which of the following best describes your racial or ethnic background?,White
118,1a,Your school’s name ,Van Sickle Academy
118,1b,Your grade level,7
118,2a,I believe in myself.,7
118,2b,I feel it is important to take good care of the environment.,10
118,2c,"Humans are a part of nature, not separate from it.",10
118,2d,I have the power to protect the environment.,10
118,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
118,2f,I can make a difference in my community.,3
118,3a,Science.,7
118,3b,How to research things I am curious about.,NA
118,3c,Learning about new subjects in school.,1
118,3d,Learning more about nature.,3
118,4a,Solving problems,5
118,4b,Using science to answer a question,2
118,4c,Listening to other people’s points of view,2
118,4d,Knowing how to do research,0
118,5a,Help to protect the environment.,9
118,5b,Spend more time outside.,3
118,5c,Make a positive difference in my community.,10
118,5d,Listen more to other people's points of view.,10
118,5e,Talk with others about ways to protect the environment.,8
118,5f,Cooperate more with my classmates.,10
118,5g,Work harder in school.,10
118,5h,Pay more attention in class.,10
118,6,Are you a girl or a boy?,Rather not say
118,7,Which of the following best describes your racial or ethnic background?,Asian
119,1a,Your school’s name ,Van Sickle Academy
119,1b,Your grade level,7
119,2a,I believe in myself.,5
119,2b,I feel it is important to take good care of the environment.,10
119,2c,"Humans are a part of nature, not separate from it.",10
119,2d,I have the power to protect the environment.,5
119,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
119,2f,I can make a difference in my community.,7
119,3a,Science.,8
119,3b,How to research things I am curious about.,6
119,3c,Learning about new subjects in school.,5
119,3d,Learning more about nature.,5
119,4a,Solving problems,6
119,4b,Using science to answer a question,4
119,4c,Listening to other people’s points of view,5
119,4d,Knowing how to do research,8
119,5a,Help to protect the environment.,5
119,5b,Spend more time outside.,4
119,5c,Make a positive difference in my community.,7
119,5d,Listen more to other people's points of view.,5
119,5e,Talk with others about ways to protect the environment.,4
119,5f,Cooperate more with my classmates.,6
119,5g,Work harder in school.,8
119,5h,Pay more attention in class.,8
119,6,Are you a girl or a boy?,Girl
119,7,Which of the following best describes your racial or ethnic background?,NA
120,1a,Your school’s name ,Van Sickle Academy
120,1b,Your grade level,7
120,2a,I believe in myself.,5
120,2b,I feel it is important to take good care of the environment.,9
120,2c,"Humans are a part of nature, not separate from it.",9
120,2d,I have the power to protect the environment.,7
120,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
120,2f,I can make a difference in my community.,6
120,3a,Science.,8
120,3b,How to research things I am curious about.,5
120,3c,Learning about new subjects in school.,5
120,3d,Learning more about nature.,5
120,4a,Solving problems,5
120,4b,Using science to answer a question,1
120,4c,Listening to other people’s points of view,7
120,4d,Knowing how to do research,2
120,5a,Help to protect the environment.,6
120,5b,Spend more time outside.,5
120,5c,Make a positive difference in my community.,5
120,5d,Listen more to other people's points of view.,6
120,5e,Talk with others about ways to protect the environment.,2
120,5f,Cooperate more with my classmates.,6
120,5g,Work harder in school.,5
120,5h,Pay more attention in class.,5
120,6,Are you a girl or a boy?,Girl
120,7,Which of the following best describes your racial or ethnic background?,White
121,1a,Your school’s name ,Van Sickle Academy
121,1b,Your grade level,7
121,2a,I believe in myself.,9
121,2b,I feel it is important to take good care of the environment.,10
121,2c,"Humans are a part of nature, not separate from it.",10
121,2d,I have the power to protect the environment.,10
121,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
121,2f,I can make a difference in my community.,10
121,3a,Science.,10
121,3b,How to research things I am curious about.,9
121,3c,Learning about new subjects in school.,10
121,3d,Learning more about nature.,10
121,4a,Solving problems,10
121,4b,Using science to answer a question,10
121,4c,Listening to other people’s points of view,9
121,4d,Knowing how to do research,10
121,5a,Help to protect the environment.,10
121,5b,Spend more time outside.,10
121,5c,Make a positive difference in my community.,9
121,5d,Listen more to other people's points of view.,10
121,5e,Talk with others about ways to protect the environment.,10
121,5f,Cooperate more with my classmates.,9
121,5g,Work harder in school.,10
121,5h,Pay more attention in class.,10
121,6,Are you a girl or a boy?,Girl
121,7,Which of the following best describes your racial or ethnic background?,Mixed
122,1a,Your school’s name ,Van Sickle Academy
122,1b,Your grade level,7
122,2a,I believe in myself.,8
122,2b,I feel it is important to take good care of the environment.,8
122,2c,"Humans are a part of nature, not separate from it.",10
122,2d,I have the power to protect the environment.,10
122,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
122,2f,I can make a difference in my community.,9
122,3a,Science.,10
122,3b,How to research things I am curious about.,10
122,3c,Learning about new subjects in school.,10
122,3d,Learning more about nature.,9
122,4a,Solving problems,9
122,4b,Using science to answer a question,9
122,4c,Listening to other people’s points of view,6
122,4d,Knowing how to do research,9
122,5a,Help to protect the environment.,8
122,5b,Spend more time outside.,2
122,5c,Make a positive difference in my community.,8
122,5d,Listen more to other people's points of view.,9
122,5e,Talk with others about ways to protect the environment.,6
122,5f,Cooperate more with my classmates.,10
122,5g,Work harder in school.,10
122,5h,Pay more attention in class.,10
122,6,Are you a girl or a boy?,Rather not say
122,7,Which of the following best describes your racial or ethnic background?,"Hispanic, Mixed"
123,1a,Your school’s name ,Van Sickle Academy
123,1b,Your grade level,NA
123,2a,I believe in myself.,10
123,2b,I feel it is important to take good care of the environment.,10
123,2c,"Humans are a part of nature, not separate from it.",10
123,2d,I have the power to protect the environment.,10
123,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
123,2f,I can make a difference in my community.,10
123,3a,Science.,5
123,3b,How to research things I am curious about.,7
123,3c,Learning about new subjects in school.,7
123,3d,Learning more about nature.,7
123,4a,Solving problems,7
123,4b,Using science to answer a question,7
123,4c,Listening to other people’s points of view,7
123,4d,Knowing how to do research,7
123,5a,Help to protect the environment.,10
123,5b,Spend more time outside.,10
123,5c,Make a positive difference in my community.,10
123,5d,Listen more to other people's points of view.,10
123,5e,Talk with others about ways to protect the environment.,10
123,5f,Cooperate more with my classmates.,10
123,5g,Work harder in school.,10
123,5h,Pay more attention in class.,10
123,6,Are you a girl or a boy?,Girl
123,7,Which of the following best describes your racial or ethnic background?,White
124,1a,Your school’s name ,Van Sickle Academy
124,1b,Your grade level,7
124,2a,I believe in myself.,10
124,2b,I feel it is important to take good care of the environment.,10
124,2c,"Humans are a part of nature, not separate from it.",10
124,2d,I have the power to protect the environment.,10
124,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
124,2f,I can make a difference in my community.,10
124,3a,Science.,8
124,3b,How to research things I am curious about.,9
124,3c,Learning about new subjects in school.,9
124,3d,Learning more about nature.,7
124,4a,Solving problems,7
124,4b,Using science to answer a question,5
124,4c,Listening to other people’s points of view,7
124,4d,Knowing how to do research,8
124,5a,Help to protect the environment.,5
124,5b,Spend more time outside.,7
124,5c,Make a positive difference in my community.,6
124,5d,Listen more to other people's points of view.,7
124,5e,Talk with others about ways to protect the environment.,4
124,5f,Cooperate more with my classmates.,7
124,5g,Work harder in school.,10
124,5h,Pay more attention in class.,10
124,6,Are you a girl or a boy?,Girl
124,7,Which of the following best describes your racial or ethnic background?,"Black, Hispanic"
125,1a,Your school’s name ,Van Sickle Academy
125,1b,Your grade level,7
125,2a,I believe in myself.,5
125,2b,I feel it is important to take good care of the environment.,10
125,2c,"Humans are a part of nature, not separate from it.",10
125,2d,I have the power to protect the environment.,5
125,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
125,2f,I can make a difference in my community.,2
125,3a,Science.,5
125,3b,How to research things I am curious about.,NA
125,3c,Learning about new subjects in school.,1
125,3d,Learning more about nature.,5
125,4a,Solving problems,4
125,4b,Using science to answer a question,3
125,4c,Listening to other people’s points of view,10
125,4d,Knowing how to do research,5
125,5a,Help to protect the environment.,5
125,5b,Spend more time outside.,8
125,5c,Make a positive difference in my community.,4
125,5d,Listen more to other people's points of view.,10
125,5e,Talk with others about ways to protect the environment.,5
125,5f,Cooperate more with my classmates.,8
125,5g,Work harder in school.,7
125,5h,Pay more attention in class.,7
125,6,Are you a girl or a boy?,Girl
125,7,Which of the following best describes your racial or ethnic background?,Black
126,1a,Your school’s name ,Van Sickle Academy
126,1b,Your grade level,7
126,2a,I believe in myself.,7
126,2b,I feel it is important to take good care of the environment.,10
126,2c,"Humans are a part of nature, not separate from it.",8
126,2d,I have the power to protect the environment.,5
126,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
126,2f,I can make a difference in my community.,5
126,3a,Science.,5
126,3b,How to research things I am curious about.,6
126,3c,Learning about new subjects in school.,5
126,3d,Learning more about nature.,5
126,4a,Solving problems,5
126,4b,Using science to answer a question,4
126,4c,Listening to other people’s points of view,5
126,4d,Knowing how to do research,5
126,5a,Help to protect the environment.,6
126,5b,Spend more time outside.,10
126,5c,Make a positive difference in my community.,4
126,5d,Listen more to other people's points of view.,9
126,5e,Talk with others about ways to protect the environment.,2
126,5f,Cooperate more with my classmates.,3
126,5g,Work harder in school.,4
126,5h,Pay more attention in class.,5
126,6,Are you a girl or a boy?,Girl
126,7,Which of the following best describes your racial or ethnic background?,"Asian, Mixed"
127,1a,Your school’s name ,Springfield Central High School
127,1b,Your grade level,11
127,2a,I believe in myself.,10
127,2b,I feel it is important to take good care of the environment.,10
127,2c,"Humans are a part of nature, not separate from it.",10
127,2d,I have the power to protect the environment.,10
127,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
127,2f,I can make a difference in my community.,5
127,3a,Science.,10
127,3b,How to research things I am curious about.,5
127,3c,Learning about new subjects in school.,8
127,3d,Learning more about nature.,10
127,4a,Solving problems,10
127,4b,Using science to answer a question,7
127,4c,Listening to other people’s points of view,10
127,4d,Knowing how to do research,8
127,5a,Help to protect the environment.,6
127,5b,Spend more time outside.,10
127,5c,Make a positive difference in my community.,5
127,5d,Listen more to other people's points of view.,10
127,5e,Talk with others about ways to protect the environment.,9
127,5f,Cooperate more with my classmates.,9
127,5g,Work harder in school.,10
127,5h,Pay more attention in class.,10
127,6,Are you a girl or a boy?,Boy
127,7,Which of the following best describes your racial or ethnic background?,Hispanic
128,1a,Your school’s name ,Springfield Central High School
128,1b,Your grade level,11
128,2a,I believe in myself.,7
128,2b,I feel it is important to take good care of the environment.,7
128,2c,"Humans are a part of nature, not separate from it.",7
128,2d,I have the power to protect the environment.,9
128,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
128,2f,I can make a difference in my community.,6
128,3a,Science.,5
128,3b,How to research things I am curious about.,8
128,3c,Learning about new subjects in school.,8
128,3d,Learning more about nature.,5
128,4a,Solving problems,7
128,4b,Using science to answer a question,2
128,4c,Listening to other people’s points of view,7
128,4d,Knowing how to do research,7
128,5a,Help to protect the environment.,7
128,5b,Spend more time outside.,6
128,5c,Make a positive difference in my community.,7
128,5d,Listen more to other people's points of view.,7
128,5e,Talk with others about ways to protect the environment.,7
128,5f,Cooperate more with my classmates.,6
128,5g,Work harder in school.,7
128,5h,Pay more attention in class.,8
128,6,Are you a girl or a boy?,Boy
128,7,Which of the following best describes your racial or ethnic background?,Hispanic
129,1a,Your school’s name ,Springfield Central High School
129,1b,Your grade level,11
129,2a,I believe in myself.,10
129,2b,I feel it is important to take good care of the environment.,10
129,2c,"Humans are a part of nature, not separate from it.",10
129,2d,I have the power to protect the environment.,10
129,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
129,2f,I can make a difference in my community.,10
129,3a,Science.,8
129,3b,How to research things I am curious about.,8
129,3c,Learning about new subjects in school.,8
129,3d,Learning more about nature.,10
129,4a,Solving problems,8
129,4b,Using science to answer a question,8
129,4c,Listening to other people’s points of view,8
129,4d,Knowing how to do research,8
129,5a,Help to protect the environment.,8
129,5b,Spend more time outside.,8
129,5c,Make a positive difference in my community.,8
129,5d,Listen more to other people's points of view.,8
129,5e,Talk with others about ways to protect the environment.,8
129,5f,Cooperate more with my classmates.,8
129,5g,Work harder in school.,8
129,5h,Pay more attention in class.,8
129,6,Are you a girl or a boy?,Girl
129,7,Which of the following best describes your racial or ethnic background?,Hispanic
130,1a,Your school’s name ,Springfield Central High School
130,1b,Your grade level,11
130,2a,I believe in myself.,10
130,2b,I feel it is important to take good care of the environment.,8
130,2c,"Humans are a part of nature, not separate from it.",7
130,2d,I have the power to protect the environment.,7
130,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
130,2f,I can make a difference in my community.,10
130,3a,Science.,5
130,3b,How to research things I am curious about.,5
130,3c,Learning about new subjects in school.,5
130,3d,Learning more about nature.,5
130,4a,Solving problems,5
130,4b,Using science to answer a question,5
130,4c,Listening to other people’s points of view,5
130,4d,Knowing how to do research,5
130,5a,Help to protect the environment.,10
130,5b,Spend more time outside.,10
130,5c,Make a positive difference in my community.,10
130,5d,Listen more to other people's points of view.,10
130,5e,Talk with others about ways to protect the environment.,10
130,5f,Cooperate more with my classmates.,6
130,5g,Work harder in school.,10
130,5h,Pay more attention in class.,10
130,6,Are you a girl or a boy?,Boy
130,7,Which of the following best describes your racial or ethnic background?,Black
131,1a,Your school’s name ,Springfield Central High School
131,1b,Your grade level,11
131,2a,I believe in myself.,10
131,2b,I feel it is important to take good care of the environment.,10
131,2c,"Humans are a part of nature, not separate from it.",5
131,2d,I have the power to protect the environment.,5
131,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
131,2f,I can make a difference in my community.,4
131,3a,Science.,4
131,3b,How to research things I am curious about.,3
131,3c,Learning about new subjects in school.,6
131,3d,Learning more about nature.,2
131,4a,Solving problems,4
131,4b,Using science to answer a question,3
131,4c,Listening to other people’s points of view,6
131,4d,Knowing how to do research,2
131,5a,Help to protect the environment.,5
131,5b,Spend more time outside.,10
131,5c,Make a positive difference in my community.,10
131,5d,Listen more to other people's points of view.,5
131,5e,Talk with others about ways to protect the environment.,10
131,5f,Cooperate more with my classmates.,10
131,5g,Work harder in school.,5
131,5h,Pay more attention in class.,4
131,6,Are you a girl or a boy?,Boy
131,7,Which of the following best describes your racial or ethnic background?,Native Hawaiian or other Pacific Islander
132,1a,Your school’s name ,Springfield Central High School
132,1b,Your grade level,9
132,2a,I believe in myself.,4
132,2b,I feel it is important to take good care of the environment.,10
132,2c,"Humans are a part of nature, not separate from it.",3
132,2d,I have the power to protect the environment.,4
132,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
132,2f,I can make a difference in my community.,4
132,3a,Science.,10
132,3b,How to research things I am curious about.,9
132,3c,Learning about new subjects in school.,5
132,3d,Learning more about nature.,6
132,4a,Solving problems,4
132,4b,Using science to answer a question,8
132,4c,Listening to other people’s points of view,10
132,4d,Knowing how to do research,6
132,5a,Help to protect the environment.,6
132,5b,Spend more time outside.,6
132,5c,Make a positive difference in my community.,6
132,5d,Listen more to other people's points of view.,7
132,5e,Talk with others about ways to protect the environment.,8
132,5f,Cooperate more with my classmates.,8
132,5g,Work harder in school.,9
132,5h,Pay more attention in class.,9
132,6,Are you a girl or a boy?,Girl
132,7,Which of the following best describes your racial or ethnic background?,Hispanic
133,1a,Your school’s name ,Springfield Central High School
133,1b,Your grade level,11
133,2a,I believe in myself.,10
133,2b,I feel it is important to take good care of the environment.,9
133,2c,"Humans are a part of nature, not separate from it.",10
133,2d,I have the power to protect the environment.,0
133,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
133,2f,I can make a difference in my community.,9
133,3a,Science.,6
133,3b,How to research things I am curious about.,NA
133,3c,Learning about new subjects in school.,8
133,3d,Learning more about nature.,10
133,4a,Solving problems,9
133,4b,Using science to answer a question,8
133,4c,Listening to other people’s points of view,7
133,4d,Knowing how to do research,5
133,5a,Help to protect the environment.,NA
133,5b,Spend more time outside.,NA
133,5c,Make a positive difference in my community.,NA
133,5d,Listen more to other people's points of view.,NA
133,5e,Talk with others about ways to protect the environment.,NA
133,5f,Cooperate more with my classmates.,NA
133,5g,Work harder in school.,NA
133,5h,Pay more attention in class.,NA
133,6,Are you a girl or a boy?,Boy
133,7,Which of the following best describes your racial or ethnic background?,NA
134,1a,Your school’s name ,Springfield Central High School
134,1b,Your grade level,10
134,2a,I believe in myself.,8
134,2b,I feel it is important to take good care of the environment.,NA
134,2c,"Humans are a part of nature, not separate from it.",8
134,2d,I have the power to protect the environment.,9
134,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
134,2f,I can make a difference in my community.,7
134,3a,Science.,10
134,3b,How to research things I am curious about.,8
134,3c,Learning about new subjects in school.,5
134,3d,Learning more about nature.,8
134,4a,Solving problems,7
134,4b,Using science to answer a question,7
134,4c,Listening to other people’s points of view,8
134,4d,Knowing how to do research,9
134,5a,Help to protect the environment.,8
134,5b,Spend more time outside.,10
134,5c,Make a positive difference in my community.,8
134,5d,Listen more to other people's points of view.,7
134,5e,Talk with others about ways to protect the environment.,7
134,5f,Cooperate more with my classmates.,5
134,5g,Work harder in school.,7
134,5h,Pay more attention in class.,6
134,6,Are you a girl or a boy?,Boy
134,7,Which of the following best describes your racial or ethnic background?,Hispanic
135,1a,Your school’s name ,Springfield Central High School
135,1b,Your grade level,9
135,2a,I believe in myself.,10
135,2b,I feel it is important to take good care of the environment.,7
135,2c,"Humans are a part of nature, not separate from it.",8
135,2d,I have the power to protect the environment.,7
135,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
135,2f,I can make a difference in my community.,5
135,3a,Science.,8
135,3b,How to research things I am curious about.,7
135,3c,Learning about new subjects in school.,5
135,3d,Learning more about nature.,7
135,4a,Solving problems,5
135,4b,Using science to answer a question,7
135,4c,Listening to other people’s points of view,4
135,4d,Knowing how to do research,8
135,5a,Help to protect the environment.,8
135,5b,Spend more time outside.,9
135,5c,Make a positive difference in my community.,7
135,5d,Listen more to other people's points of view.,5
135,5e,Talk with others about ways to protect the environment.,7
135,5f,Cooperate more with my classmates.,5
135,5g,Work harder in school.,8
135,5h,Pay more attention in class.,7
135,6,Are you a girl or a boy?,Boy
135,7,Which of the following best describes your racial or ethnic background?,Hispanic
136,1a,Your school’s name ,Springfield Central High School
136,1b,Your grade level,11
136,2a,I believe in myself.,6
136,2b,I feel it is important to take good care of the environment.,10
136,2c,"Humans are a part of nature, not separate from it.",10
136,2d,I have the power to protect the environment.,10
136,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,8
136,2f,I can make a difference in my community.,10
136,3a,Science.,10
136,3b,How to research things I am curious about.,NA
136,3c,Learning about new subjects in school.,10
136,3d,Learning more about nature.,10
136,4a,Solving problems,10
136,4b,Using science to answer a question,10
136,4c,Listening to other people’s points of view,10
136,4d,Knowing how to do research,10
136,5a,Help to protect the environment.,10
136,5b,Spend more time outside.,10
136,5c,Make a positive difference in my community.,10
136,5d,Listen more to other people's points of view.,10
136,5e,Talk with others about ways to protect the environment.,10
136,5f,Cooperate more with my classmates.,10
136,5g,Work harder in school.,10
136,5h,Pay more attention in class.,10
136,6,Are you a girl or a boy?,Boy
136,7,Which of the following best describes your racial or ethnic background?,"Hispanic, American Indian or Alaskan Native"
137,1a,Your school’s name ,Springfield Central High School
137,1b,Your grade level,9
137,2a,I believe in myself.,10
137,2b,I feel it is important to take good care of the environment.,10
137,2c,"Humans are a part of nature, not separate from it.",10
137,2d,I have the power to protect the environment.,10
137,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
137,2f,I can make a difference in my community.,10
137,3a,Science.,4
137,3b,How to research things I am curious about.,10
137,3c,Learning about new subjects in school.,10
137,3d,Learning more about nature.,10
137,4a,Solving problems,10
137,4b,Using science to answer a question,10
137,4c,Listening to other people’s points of view,10
137,4d,Knowing how to do research,10
137,5a,Help to protect the environment.,10
137,5b,Spend more time outside.,8
137,5c,Make a positive difference in my community.,9
137,5d,Listen more to other people's points of view.,7
137,5e,Talk with others about ways to protect the environment.,10
137,5f,Cooperate more with my classmates.,8
137,5g,Work harder in school.,10
137,5h,Pay more attention in class.,9
137,6,Are you a girl or a boy?,Girl
137,7,Which of the following best describes your racial or ethnic background?,Hispanic
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
